Timestamp,Server,Latency (ms),Status,Packet_Loss_%
2025-10-13 15:43:23.010,8.8.8.8,33.00,Success,0.00
2025-10-13 15:43:24.254,8.8.8.8,42.00,Success,0.00
2025-10-13 15:43:25.034,8.8.8.8,34.00,Success,0.00
2025-10-13 15:43:26.047,8.8.8.8,37.00,Success,0.00
2025-10-13 15:43:27.041,8.8.8.8,46.00,Success,0.00
2025-10-13 15:43:28.032,8.8.8.8,34.00,Success,0.00
2025-10-13 15:43:29.038,8.8.8.8,35.00,Success,0.00
2025-10-13 15:43:30.053,8.8.8.8,53.00,Success,0.00
2025-10-13 15:43:31.060,8.8.8.8,56.00,Success,0.00
2025-10-13 15:43:32.027,8.8.8.8,36.00,Success,0.00
2025-10-13 15:43:33.135,8.8.8.8,40.00,Success,0.00
2025-10-13 15:43:34.044,8.8.8.8,33.00,Success,0.00
2025-10-13 15:43:35.046,8.8.8.8,34.00,Success,0.00
2025-10-13 15:43:36.051,8.8.8.8,35.00,Success,0.00
2025-10-13 15:43:37.109,8.8.8.8,39.00,Success,0.00
2025-10-13 15:43:38.067,8.8.8.8,52.00,Success,0.00
2025-10-13 15:43:39.054,8.8.8.8,36.00,Success,0.00
2025-10-13 15:43:40.039,8.8.8.8,33.00,Success,0.00
2025-10-13 15:43:41.048,8.8.8.8,40.00,Success,0.00
2025-10-13 15:43:42.054,8.8.8.8,36.00,Success,0.00
2025-10-13 15:43:43.188,8.8.8.8,37.00,Success,0.00
2025-10-13 15:43:44.068,8.8.8.8,49.00,Success,0.00
2025-10-13 15:43:45.100,8.8.8.8,69.00,Success,0.00
2025-10-13 15:43:46.070,8.8.8.8,46.00,Success,0.00
2025-10-13 15:43:47.068,8.8.8.8,33.00,Success,0.00
2025-10-13 15:43:48.059,8.8.8.8,33.00,Success,0.00
2025-10-13 15:43:49.058,8.8.8.8,37.00,Success,0.00
2025-10-13 15:43:50.056,8.8.8.8,35.00,Success,0.00
2025-10-13 15:43:51.053,8.8.8.8,36.00,Success,0.00
2025-10-13 15:43:52.068,8.8.8.8,34.00,Success,0.00
2025-10-13 15:43:53.087,8.8.8.8,33.00,Success,0.00
2025-10-13 15:43:54.060,8.8.8.8,33.00,Success,0.00
2025-10-13 15:43:55.058,8.8.8.8,34.00,Success,0.00
2025-10-13 15:43:56.058,8.8.8.8,35.00,Success,0.00
2025-10-13 15:43:57.066,8.8.8.8,34.00,Success,0.00
2025-10-13 15:43:58.095,8.8.8.8,35.00,Success,0.00
2025-10-13 15:43:59.085,8.8.8.8,40.00,Success,0.00
2025-10-13 15:44:00.081,8.8.8.8,35.00,Success,0.00
2025-10-13 15:44:01.074,8.8.8.8,35.00,Success,0.00
2025-10-13 15:44:02.073,8.8.8.8,34.00,Success,0.00
2025-10-13 15:44:03.089,8.8.8.8,34.00,Success,0.00
2025-10-13 15:44:04.076,8.8.8.8,35.00,Success,0.00
2025-10-13 15:44:05.075,8.8.8.8,33.00,Success,0.00
2025-10-13 15:44:06.074,8.8.8.8,35.00,Success,0.00
2025-10-13 15:44:07.089,8.8.8.8,35.00,Success,0.00
2025-10-13 15:44:08.078,8.8.8.8,35.00,Success,0.00
2025-10-13 15:44:09.094,8.8.8.8,34.00,Success,0.00
2025-10-13 15:44:10.081,8.8.8.8,36.00,Success,0.00
2025-10-13 15:44:11.086,8.8.8.8,36.00,Success,0.00
2025-10-13 15:44:12.092,8.8.8.8,33.00,Success,0.00
2025-10-13 15:44:13.086,8.8.8.8,35.00,Success,0.00
2025-10-13 15:44:14.084,8.8.8.8,33.00,Success,0.00
2025-10-13 15:44:15.088,8.8.8.8,34.00,Success,0.00
2025-10-13 15:44:16.091,8.8.8.8,41.00,Success,0.00
2025-10-13 15:44:17.094,8.8.8.8,36.00,Success,0.00
2025-10-13 15:44:18.091,8.8.8.8,33.00,Success,0.00
2025-10-13 15:44:19.095,8.8.8.8,33.00,Success,0.00
2025-10-13 15:44:20.097,8.8.8.8,36.00,Success,0.00
2025-10-13 15:44:21.121,8.8.8.8,35.00,Success,0.00
2025-10-13 15:44:22.092,8.8.8.8,36.00,Success,0.00
2025-10-13 15:44:23.105,8.8.8.8,33.00,Success,0.00
2025-10-13 15:44:24.193,8.8.8.8,35.00,Success,0.00
2025-10-13 15:44:25.105,8.8.8.8,34.00,Success,0.00
